mserp_addressbooknames,mserp_dataarea,mserp_dirpartytablebientityid,mserp_instancerelationtype,mserp_instancerelationtype_bigint,mserp_knownas,mserp_languageid,mserp_name,mserp_namealias,mserp_partynumber,mserp_primaryaddresslocation,mserp_primaryaddresslocation_bigint,mserp_primarycontactemail,mserp_primarycontactemail_bigint,mserp_primarycontactfacebook,mserp_primarycontactfacebook_bigint,mserp_primarycontactfax,mserp_primarycontactfax_bigint,mserp_primarycontactlinkedin,mserp_primarycontactlinkedin_bigint,mserp_primarycontactphone,mserp_primarycontactphone_bigint,mserp_primarycontacttelex,mserp_primarycontacttelex_bigint,mserp_primarycontacttwitter,mserp_primarycontacttwitter_bigint,mserp_primarycontacturl,mserp_primarycontacturl_bigint,mserp_sourcekey,mserp_sourcekey_bigint,versionnumber
,,00006cdf-0000-0000-70a2-010010000000,2077,2077,,en-us,신성텔레콤,신성텔레콤,000012294,68719588789,68719588789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583856,68719583856,NULL
,,00006cdf-0000-0000-71a2-010010000000,2077,2077,,en-us,파라오,파라오,000012295,68719588790,68719588790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583857,68719583857,NULL
,,00006cdf-0000-0000-72a2-010010000000,2077,2077,,en-us,희만상사,희만상사,000012296,68719588791,68719588791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583858,68719583858,NULL
,,00006cdf-0000-0000-73a2-010010000000,2077,2077,,en-us,웨이브전기,웨이브전기,000012297,68719588792,68719588792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583859,68719583859,NULL
,,00006cdf-0000-0000-74a2-010010000000,2077,2077,,en-us,(주)시그이,(주)시그이,000012298,68719588793,68719588793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583860,68719583860,NULL
,,00006cdf-0000-0000-75a2-010010000000,2077,2077,,en-us,(주)하이엠텍,(주)하이엠텍,000012299,68719588794,68719588794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583861,68719583861,NULL
,,00006cdf-0000-0000-76a2-010010000000,2077,2077,,en-us,(주)에쓰이시스테크,(주)에쓰이시스테크,000012300,68719588795,68719588795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583862,68719583862,NULL
,,00006cdf-0000-0000-77a2-010010000000,2077,2077,,en-us,진영유통,진영유통,000012301,68719588796,68719588796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583863,68719583863,NULL
,,00006cdf-0000-0000-78a2-010010000000,2077,2077,,en-us,가천의과학대학교,가천의과학대학교,000012302,68719588797,68719588797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583864,68719583864,NULL
,,00006cdf-0000-0000-79a2-010010000000,2077,2077,,en-us,케이씨피솔루티,케이씨피솔루티,000012303,68719588798,68719588798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583865,68719583865,NULL
,,00006cdf-0000-0000-7aa2-010010000000,2077,2077,,en-us,디스페이스,디스페이스,000012304,68719588799,68719588799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583866,68719583866,NULL
,,00006cdf-0000-0000-7ba2-010010000000,2077,2077,,en-us,엠앤에스전시모형,엠앤에스전시모형,000012305,68719588800,68719588800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583867,68719583867,NULL
,,00006cdf-0000-0000-7ca2-010010000000,2077,2077,,en-us,의료법인명지의료재단,의료법인명지의료재단,000012306,68719588801,68719588801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583868,68719583868,NULL
,,00006cdf-0000-0000-7da2-010010000000,2077,2077,,en-us,(주)모토텍,(주)모토텍,000012307,68719588802,68719588802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583869,68719583869,NULL
,,00006cdf-0000-0000-7ea2-010010000000,2077,2077,,en-us,자영메디칼,자영메디칼,000012308,68719588803,68719588803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583870,68719583870,NULL
,,00006cdf-0000-0000-7fa2-010010000000,2077,2077,,en-us,이즈전자,이즈전자,000012309,68719588804,68719588804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583871,68719583871,NULL
,,00006cdf-0000-0000-80a2-010010000000,2077,2077,,en-us,(주)한빛테크,(주)한빛테크,000012310,68719588805,68719588805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583872,68719583872,NULL
,,00006cdf-0000-0000-81a2-010010000000,2077,2077,,en-us,(주)아이스펙,(주)아이스펙,000012311,68719588806,68719588806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583873,68719583873,NULL
,,00006cdf-0000-0000-82a2-010010000000,2077,2077,,en-us,제나텍,제나텍,000012312,68719588807,68719588807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583874,68719583874,NULL
,,00006cdf-0000-0000-83a2-010010000000,2077,2077,,en-us,아림전기,아림전기,000012313,68719588808,68719588808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583875,68719583875,NULL
,,00006cdf-0000-0000-84a2-010010000000,2077,2077,,en-us,삼성전기테크,삼성전기테크,000012314,68719588809,68719588809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583876,68719583876,NULL
,,00006cdf-0000-0000-85a2-010010000000,2077,2077,,en-us,이지로봇(주),이지로봇(주),000012315,68719588810,68719588810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583877,68719583877,NULL
,,00006cdf-0000-0000-86a2-010010000000,2077,2077,,en-us,(주)오엘이디엘이디,(주)오엘이디엘이디,000012316,68719588811,68719588811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583878,68719583878,NULL
,,00006cdf-0000-0000-87a2-010010000000,2077,2077,,en-us,주식회사 인피러스,주식회사 인피러스,000012317,68719588812,68719588812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583879,68719583879,NULL
,,00006cdf-0000-0000-88a2-010010000000,2077,2077,,en-us,주식회사 액슨,주식회사 액슨,000012318,68719588813,68719588813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583880,68719583880,NULL
,,00006cdf-0000-0000-89a2-010010000000,2077,2077,,en-us,유티이엠,유티이엠,000012319,68719588814,68719588814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583881,68719583881,NULL
,,00006cdf-0000-0000-8aa2-010010000000,2077,2077,,en-us,서원테크,서원테크,000012320,68719588815,68719588815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583882,68719583882,NULL
,,00006cdf-0000-0000-8ba2-010010000000,2077,2077,,en-us,에드텍시스템,에드텍시스템,000012321,68719588816,68719588816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583883,68719583883,NULL
,,00006cdf-0000-0000-8ca2-010010000000,2077,2077,,en-us,서울공대화학공정신기술연구소,서울공대화학공정신기술연구소,000012322,68719588817,68719588817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583884,68719583884,NULL
,,00006cdf-0000-0000-8da2-010010000000,2077,2077,,en-us,네오라이프택,네오라이프택,000012323,68719588818,68719588818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583885,68719583885,NULL
,,00006cdf-0000-0000-8ea2-010010000000,2077,2077,,en-us,한일필터,한일필터,000012324,68719588819,68719588819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583886,68719583886,NULL
,,00006cdf-0000-0000-8fa2-010010000000,2077,2077,,en-us,베이스세븐,베이스세븐,000012325,68719588820,68719588820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583887,68719583887,NULL
,,00006cdf-0000-0000-90a2-010010000000,2077,2077,,en-us,(주)크리에이티브씨앤비,(주)크리에이티브씨앤비,000012326,68719588821,68719588821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583888,68719583888,NULL
,,00006cdf-0000-0000-91a2-010010000000,2077,2077,,en-us,(주)원아테크,(주)원아테크,000012327,68719588822,68719588822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583889,68719583889,NULL
,,00006cdf-0000-0000-92a2-010010000000,2077,2077,,en-us,경기공업대학,경기공업대학,000012328,68719588823,68719588823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583890,68719583890,NULL
,,00006cdf-0000-0000-93a2-010010000000,2077,2077,,en-us,홍운에이브이 주식회사,홍운에이브이 주식회사,000012329,68719588824,68719588824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583891,68719583891,NULL
,,00006cdf-0000-0000-94a2-010010000000,2077,2077,,en-us,(주)근대문화인쇄,(주)근대문화인쇄,000012330,68719588825,68719588825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583892,68719583892,NULL
,,00006cdf-0000-0000-95a2-010010000000,2077,2077,,en-us,올파워,올파워,000012331,68719588826,68719588826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583893,68719583893,NULL
,,00006cdf-0000-0000-96a2-010010000000,2077,2077,,en-us,(주)클릭이엔지,(주)클릭이엔지,000012332,68719588827,68719588827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583894,68719583894,NULL
,,00006cdf-0000-0000-97a2-010010000000,2077,2077,,en-us,(주)인터파크게임즈,(주)인터파크게임즈,000012333,68719588828,68719588828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583895,68719583895,NULL
,,00006cdf-0000-0000-98a2-010010000000,2077,2077,,en-us,제이엔시스템,제이엔시스템,000012334,68719588829,68719588829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583896,68719583896,NULL
,,00006cdf-0000-0000-99a2-010010000000,2077,2077,,en-us,주식회사 바이오엔터,주식회사 바이오엔터,000012335,68719588830,68719588830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583897,68719583897,NULL
,,00006cdf-0000-0000-9aa2-010010000000,2077,2077,,en-us,(주)광흥금속,(주)광흥금속,000012336,68719588831,68719588831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583898,68719583898,NULL
,,00006cdf-0000-0000-9ba2-010010000000,2077,2077,,en-us,영원과학상사,영원과학상사,000012337,68719588832,68719588832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583899,68719583899,NULL
,,00006cdf-0000-0000-9ca2-010010000000,2077,2077,,en-us,봉오전자공업(주),봉오전자공업(주),000012338,68719588833,68719588833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583900,68719583900,NULL
,,00006cdf-0000-0000-9da2-010010000000,2077,2077,,en-us,일렉스,일렉스,000012339,68719588834,68719588834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583901,68719583901,NULL
,,00006cdf-0000-0000-9ea2-010010000000,2077,2077,,en-us,고려이엔지,고려이엔지,000012340,68719588835,68719588835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583902,68719583902,NULL
,,00006cdf-0000-0000-9fa2-010010000000,2077,2077,,en-us,큐어메드,큐어메드,000012341,68719588836,68719588836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583903,68719583903,NULL
,,00006cdf-0000-0000-a0a2-010010000000,2077,2077,,en-us,삼성물류기계,삼성물류기계,000012342,68719588837,68719588837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583904,68719583904,NULL
,,00006cdf-0000-0000-a1a2-010010000000,2077,2077,,en-us,(주)삼조미디어,(주)삼조미디어,000012343,68719588838,68719588838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583905,68719583905,NULL
,,00006cdf-0000-0000-a2a2-010010000000,2077,2077,,en-us,코레이,코레이,000012344,68719588839,68719588839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583906,68719583906,NULL
,,00006cdf-0000-0000-a3a2-010010000000,2077,2077,,en-us,메디코아펙스,메디코아펙스,000012345,68719588840,68719588840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583907,68719583907,NULL
,,00006cdf-0000-0000-a4a2-010010000000,2077,2077,,en-us,우주기전,우주기전,000012346,68719588841,68719588841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583908,68719583908,NULL
,,00006cdf-0000-0000-a5a2-010010000000,2077,2077,,en-us,두성엔티,두성엔티,000012347,68719588842,68719588842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583909,68719583909,NULL
,,00006cdf-0000-0000-a6a2-010010000000,2077,2077,,en-us,윈코인클리어,윈코인클리어,000012348,68719588843,68719588843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583910,68719583910,NULL
,,00006cdf-0000-0000-a7a2-010010000000,2077,2077,,en-us,한국캠브리지필터(주),한국캠브리지필터(주),000012349,68719588844,68719588844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583911,68719583911,NULL
,,00006cdf-0000-0000-a8a2-010010000000,2077,2077,,en-us,(주)일광,(주)일광,000012350,68719588845,68719588845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583912,68719583912,NULL
,,00006cdf-0000-0000-a9a2-010010000000,2077,2077,,en-us,현대진공엔지니어링,현대진공엔지니어링,000012351,68719588846,68719588846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583913,68719583913,NULL
,,00006cdf-0000-0000-aaa2-010010000000,2077,2077,,en-us,대영테크윈(주),대영테크윈(주),000012352,68719588847,68719588847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583914,68719583914,NULL
,,00006cdf-0000-0000-aba2-010010000000,2077,2077,,en-us,공군8968부대,공군8968부대,000012353,68719588848,68719588848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583915,68719583915,NULL
,,00006cdf-0000-0000-aca2-010010000000,2077,2077,,en-us,미솔시스템,미솔시스템,000012354,68719588849,68719588849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583916,68719583916,NULL
,,00006cdf-0000-0000-ada2-010010000000,2077,2077,,en-us,한국교육방송공사,한국교육방송공사,000012355,68719588850,68719588850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583917,68719583917,NULL
,,00006cdf-0000-0000-aea2-010010000000,2077,2077,,en-us,(주)젠코아,(주)젠코아,000012356,68719588851,68719588851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583918,68719583918,NULL
,,00006cdf-0000-0000-afa2-010010000000,2077,2077,,en-us,엘레만스승강기,엘레만스승강기,000012357,68719588852,68719588852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583919,68719583919,NULL
,,00006cdf-0000-0000-b0a2-010010000000,2077,2077,,en-us,(주)디에스티,(주)디에스티,000012358,68719588853,68719588853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583920,68719583920,NULL
,,00006cdf-0000-0000-b1a2-010010000000,2077,2077,,en-us,태스,태스,000012359,68719588854,68719588854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583921,68719583921,NULL
,,00006cdf-0000-0000-b2a2-010010000000,2077,2077,,en-us,문화시스템,문화시스템,000012360,68719588855,68719588855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583922,68719583922,NULL
,,00006cdf-0000-0000-b3a2-010010000000,2077,2077,,en-us,세진전기,세진전기,000012361,68719588856,68719588856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583923,68719583923,NULL
,,00006cdf-0000-0000-b4a2-010010000000,2077,2077,,en-us,솔빛전자,솔빛전자,000012362,68719588857,68719588857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583924,68719583924,NULL
,,00006cdf-0000-0000-b5a2-010010000000,2077,2077,,en-us,종로광섬유,종로광섬유,000012363,68719588858,68719588858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583925,68719583925,NULL
,,00006cdf-0000-0000-b6a2-010010000000,2077,2077,,en-us,(주)동진미디어,(주)동진미디어,000012364,68719588859,68719588859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583926,68719583926,NULL
,,00006cdf-0000-0000-b7a2-010010000000,2077,2077,,en-us,오리엔탈 계전,오리엔탈 계전,000012365,68719588860,68719588860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583927,68719583927,NULL
,,00006cdf-0000-0000-b8a2-010010000000,2077,2077,,en-us,성지교역상사,성지교역상사,000012366,68719588861,68719588861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583928,68719583928,NULL
,,00006cdf-0000-0000-b9a2-010010000000,2077,2077,,en-us,사회복지법인월드비전,사회복지법인월드비전,000012367,68719588862,68719588862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583929,68719583929,NULL
,,00006cdf-0000-0000-baa2-010010000000,2077,2077,,en-us,한국스테이지엔지니어링,한국스테이지엔지니어링,000012368,68719588863,68719588863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583930,68719583930,NULL
,,00006cdf-0000-0000-bba2-010010000000,2077,2077,,en-us,kyeok kim 스튜디오,kyeok kim 스튜디오,000012369,68719588864,68719588864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583931,68719583931,NULL
,,00006cdf-0000-0000-bca2-010010000000,2077,2077,,en-us,(주)리버트론 강릉지점,(주)리버트론 강릉지점,000012370,68719588865,68719588865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583932,68719583932,NULL
,,00006cdf-0000-0000-bda2-010010000000,2077,2077,,en-us,링크베이스,링크베이스,000012371,68719588866,68719588866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583933,68719583933,NULL
,,00006cdf-0000-0000-bea2-010010000000,2077,2077,,en-us,주식회사 덕광,주식회사 덕광,000012372,68719588867,68719588867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583934,68719583934,NULL
,,00006cdf-0000-0000-bfa2-010010000000,2077,2077,,en-us,테스트로닉스,테스트로닉스,000012373,68719588868,68719588868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583935,68719583935,NULL
,,00006cdf-0000-0000-c0a2-010010000000,2077,2077,,en-us,제일티티비,제일티티비,000012374,68719588869,68719588869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583936,68719583936,NULL
,,00006cdf-0000-0000-c1a2-010010000000,2077,2077,,en-us,동부포장건설,동부포장건설,000012375,68719588870,68719588870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583937,68719583937,NULL
,,00006cdf-0000-0000-c2a2-010010000000,2077,2077,,en-us,이에스산전,이에스산전,000012376,68719588871,68719588871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583938,68719583938,NULL
,,00006cdf-0000-0000-c3a2-010010000000,2077,2077,,en-us,(주)케이엔디,(주)케이엔디,000012377,68719588872,68719588872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583939,68719583939,NULL
,,00006cdf-0000-0000-c4a2-010010000000,2077,2077,,en-us,세신전자,세신전자,000012378,68719588873,68719588873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583940,68719583940,NULL
,,00006cdf-0000-0000-c5a2-010010000000,2077,2077,,en-us,경성테크,경성테크,000012379,68719588874,68719588874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583941,68719583941,NULL
,,00006cdf-0000-0000-c6a2-010010000000,2077,2077,,en-us,유니텍엔지니어링,유니텍엔지니어링,000012380,68719588875,68719588875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583942,68719583942,NULL
,,00006cdf-0000-0000-c7a2-010010000000,2077,2077,,en-us,삼원산업,삼원산업,000012381,68719588876,68719588876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583943,68719583943,NULL
,,00006cdf-0000-0000-c8a2-010010000000,2077,2077,,en-us,렙엔지니어링,렙엔지니어링,000012382,68719588877,68719588877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583944,68719583944,NULL
,,00006cdf-0000-0000-c9a2-010010000000,2077,2077,,en-us,비아이오미,비아이오미,000012383,68719588878,68719588878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583945,68719583945,NULL
,,00006cdf-0000-0000-caa2-010010000000,2077,2077,,en-us,아이디정보통신,아이디정보통신,000012384,68719588879,68719588879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583946,68719583946,NULL
,,00006cdf-0000-0000-cba2-010010000000,2077,2077,,en-us,세기전자,세기전자,000012385,68719588880,68719588880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583947,68719583947,NULL
,,00006cdf-0000-0000-cca2-010010000000,2077,2077,,en-us,휴티스,휴티스,000012386,68719588881,68719588881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583948,68719583948,NULL
,,00006cdf-0000-0000-cda2-010010000000,2077,2077,,en-us,보이스칩,보이스칩,000012387,68719588882,68719588882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583949,68719583949,NULL
,,00006cdf-0000-0000-cea2-010010000000,2077,2077,,en-us,유로엔텍,유로엔텍,000012388,68719588883,68719588883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583950,68719583950,NULL
,,00006cdf-0000-0000-cfa2-010010000000,2077,2077,,en-us,(주)라이스산업,(주)라이스산업,000012389,68719588884,68719588884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583951,68719583951,NULL
,,00006cdf-0000-0000-d0a2-010010000000,2077,2077,,en-us,대신테크,대신테크,000012390,68719588885,68719588885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583952,68719583952,NULL
,,00006cdf-0000-0000-d1a2-010010000000,2077,2077,,en-us,블루포커스,블루포커스,000012391,68719588886,68719588886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583953,68719583953,NULL
,,00006cdf-0000-0000-d2a2-010010000000,2077,2077,,en-us,(주)샘스페이스,(주)샘스페이스,000012392,68719588887,68719588887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583954,68719583954,NULL
,,00006cdf-0000-0000-d3a2-010010000000,2077,2077,,en-us,(주)신우아이엠에스,(주)신우아이엠에스,000012393,68719588888,68719588888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583955,68719583955,NULL
,,00006cdf-0000-0000-d4a2-010010000000,2077,2077,,en-us,IC21전자,IC21전자,000012394,68719588889,68719588889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583956,68719583956,NULL
,,00006cdf-0000-0000-d5a2-010010000000,2077,2077,,en-us,계원조형예술대학,계원조형예술대학,000012395,68719588890,68719588890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583957,68719583957,NULL
,,00006cdf-0000-0000-d6a2-010010000000,2077,2077,,en-us,삼덕전기,삼덕전기,000012396,68719588891,68719588891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583958,68719583958,NULL
,,00006cdf-0000-0000-d7a2-010010000000,2077,2077,,en-us,(주)테라리더,(주)테라리더,000012397,68719588892,68719588892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583959,68719583959,NULL
,,00006cdf-0000-0000-d8a2-010010000000,2077,2077,,en-us,서울상사,서울상사,000012398,68719588893,68719588893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583960,68719583960,NULL
,,00006cdf-0000-0000-d9a2-010010000000,2077,2077,,en-us,고려대학교,고려대학교,000012399,68719588894,68719588894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583961,68719583961,NULL
,,00006cdf-0000-0000-daa2-010010000000,2077,2077,,en-us,상지정밀,상지정밀,000012400,68719588895,68719588895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583962,68719583962,NULL
,,00006cdf-0000-0000-dba2-010010000000,2077,2077,,en-us,에크미메디칼(주),에크미메디칼(주),000012401,68719588896,68719588896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583963,68719583963,NULL
,,00006cdf-0000-0000-dca2-010010000000,2077,2077,,en-us,시그마엘텍(주),시그마엘텍(주),000012402,68719588897,68719588897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583964,68719583964,NULL
,,00006cdf-0000-0000-dda2-010010000000,2077,2077,,en-us,(주) 미풍정보통신,(주) 미풍정보통신,000012403,68719588898,68719588898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583965,68719583965,NULL
,,00006cdf-0000-0000-dea2-010010000000,2077,2077,,en-us,한국제어,한국제어,000012404,68719588899,68719588899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583966,68719583966,NULL
,,00006cdf-0000-0000-dfa2-010010000000,2077,2077,,en-us,(주)엘엔피에스,(주)엘엔피에스,000012405,68719588900,68719588900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583967,68719583967,NULL
,,00006cdf-0000-0000-e0a2-010010000000,2077,2077,,en-us,지상중전기(주),지상중전기(주),000012406,68719588901,68719588901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583968,68719583968,NULL
,,00006cdf-0000-0000-e1a2-010010000000,2077,2077,,en-us,(주)로보쓰리,(주)로보쓰리,000012407,68719588902,68719588902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583969,68719583969,NULL
,,00006cdf-0000-0000-e2a2-010010000000,2077,2077,,en-us,주식회사 선인나노기술,주식회사 선인나노기술,000012408,68719588903,68719588903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583970,68719583970,NULL
,,00006cdf-0000-0000-e3a2-010010000000,2077,2077,,en-us,한국항공대학교(거래중지;폐업),한국항공대학교(거래중지;폐업),000012409,68719588904,68719588904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583971,68719583971,NULL
,,00006cdf-0000-0000-e4a2-010010000000,2077,2077,,en-us,(주)유니트프라자,(주)유니트프라자,000012410,68719588905,68719588905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583972,68719583972,NULL
,,00006cdf-0000-0000-e5a2-010010000000,2077,2077,,en-us,(주)웨더텍,(주)웨더텍,000012411,68719588906,68719588906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583973,68719583973,NULL
,,00006cdf-0000-0000-e6a2-010010000000,2077,2077,,en-us,표준 시스템,표준 시스템,000012412,68719588907,68719588907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583974,68719583974,NULL
,,00006cdf-0000-0000-e7a2-010010000000,2077,2077,,en-us,(주)중앙브레인(경기지점),(주)중앙브레인(경기지점),000012413,68719588908,68719588908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583975,68719583975,NULL
,,00006cdf-0000-0000-e8a2-010010000000,2077,2077,,en-us,대경A/V특수음향,대경A/V특수음향,000012414,68719588909,68719588909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583976,68719583976,NULL
,,00006cdf-0000-0000-e9a2-010010000000,2077,2077,,en-us,유원과학,유원과학,000012415,68719588910,68719588910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719583977,68719583977,NULL
